iso3c,date,country,capital_city,longitude,latitude,region,income_level,ARB,SRF,CO2,GDP,POP,URB,ARB_est,SRF_est,CO2_est,GDP_est,POP_est,URB_est,ARB_rnk,SRF_rnk,CO2_rnk,GDP_rnk,POP_rnk,URB_rnk,TOT_rnk,ARB_wgt,SRF_wgt,CO2_wgt,GDP_wgt,POP_wgt,URB_wgt,TOT_wgt
LSO,2001,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,330000,30360,1877.504,825706961.238689,2035740,408512,330000,30360,1877.504,825706961.238689,2035740,408512,134,138,136,185,143,158,149,0.0234639738858628,0.0226698695662056,0.00787519818290163,0.00248491795990752,0.0329870426917696,0.0140675535301285,0.0172580926361293
LSO,2002,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,300000,30360,1906.84,775780697.676625,2029829,418084,300000,30360,1906.84,775780697.676625,2029829,418084,136,138,135,186,143,158,149.333333333333,0.0214029984835002,0.0226697976663055,0.00782745287359487,0.00224861205813541,0.0324757286254923,0.0140660779783939,0.0167817779475704
LSO,2003,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,300000,30360,1932.509,1157832934.55127,2018348,426618,300000,30360,1932.509,1157832934.55127,2018348,426618,136.5,138,136,179,143,158,148.416666666667,0.0213397126865937,0.0226697297236519,0.00754520388112583,0.0029895491089848,0.0318888192383504,0.0140258515651475,0.016743144367309
LSO,2004,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,310000,30360,1983.847,1511236655.52047,2005940,435068,310000,30360,1983.847,1511236655.52047,2005940,435068,135.5,138,138,176,143,158,148.083333333333,0.022004550168439,0.0226700439037479,0.00739825925305758,0.00346392014984605,0.0312992312938503,0.0139787325370405,0.0168024562176636
LSO,2005,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,323000,30360,2013.183,1682350934.85132,1996114,444115,323000,30360,2013.183,1682350934.85132,1996114,444115,135,138,140,177,144,158,148.666666666667,0.022860607846558,0.0226697125648845,0.00725595230838069,0.00355789049027502,0.0307613817399075,0.0139468866043261,0.016842071925722
LSO,2006,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,303000,30360,2038.852,1800105589.60349,1989939,454104,303000,30360,2038.852,1800105589.60349,1989939,454104,134.5,138,140,179,144,159,149.083333333333,0.0216040591804032,0.0226696558624679,0.00709701045286586,0.00351062777282652,0.0302886341079609,0.0139425555327168,0.0165187571515402
LSO,2007,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,325000,30360,2075.522,1716262753.00196,1986922,463032,325000,30360,2075.522,1716262753.00196,1986922,463032,133.5,138,140,180,145,159,149.25,0.023207374844528,0.0226696489265048,0.00710930799840067,0.00297117230173365,0.0298726786917682,0.0139047693659528,0.0166224920214814
LSO,2008,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,358000,30360,2126.86,1758534994.91599,1987129,472857,358000,30360,2126.86,1758534994.91599,1987129,472857,134,138,143,182,145,159,150.166666666667,0.0255223653720364,0.0226359344115768,0.00700222450723966,0.00277398216074626,0.0295092298174,0.0138854656289357,0.0168882003163225
LSO,2009,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,335000,30360,2218.535,1773199523.2307,1990131,483463,335000,30360,2218.535,1773199523.2307,1990131,483463,134,138,142,183,145,159,150.166666666667,0.0239516918798695,0.0226363271591852,0.00748906427813043,0.0029506862029264,0.0291957684652986,0.013887405012939,0.0166851571663915
LSO,2010,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,322000,30360,2277.207,2269525779.39288,1995581,494864,322000,30360,2277.207,2269525779.39288,1995581,494864,135,138,144,179,145,159,150,0.0230859166874119,0.0226362889884387,0.00720298775685043,0.00345144230731626,0.0289267744639858,0.0139098649262694,0.0165355458550454
LSO,2011,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,308000,30360,2328.545,2622336147.88082,2003787,507158,308000,30360,2328.545,2622336147.88082,2003787,507158,136,138,145,177,147,159,150.333333333333,0.0219665971593257,0.0226362464209273,0.0071047961778574,0.00359106239272167,0.0287088672633211,0.0139659722887532,0.0163289236171511
LSO,2012,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,281299.987792969,30360,2398.218,2526185314.17438,2014990,517933,281299.987792969,30360,2398.218,2526185314.17438,2014990,517933,140,138,145,179,147,159,151.333333333333,0.0199331311119886,0.0226366747802586,0.00718515823168642,0.00338094052942118,0.0285308215939231,0.0139741582239041,0.0159401474118637
LSO,2013,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,248100.006103516,30360,2423.887,2421470018.23985,2028519,529464,248100.006103516,30360,2423.887,2421470018.23985,2028519,529464,140,138,145,181,146,158,151.333333333333,0.0175472221472127,0.0225954787735174,0.00722694555168928,0.00315151916785153,0.0283855706310537,0.0139974827634526,0.0154840365057962
LSO,2014,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,272299.987792969,30360,2431.221,2499803984.26198,2043437,541552,272299.987792969,30360,2431.221,2499803984.26198,2043437,541552,140,138,146,181,146,158,151.5,0.0191486368514115,0.0225957652654306,0.0071949183691475,0.0031657673477151,0.0282599714352886,0.0140296082971731,0.0157324445943611
LSO,2015,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,219000,30360,2346.88,2372280102.51667,2059021,554041,219000,30360,2346.88,2372280102.51667,2059021,554041,142,138,147,182,147,158,152.333333333333,0.0152999653124475,0.0225953139763576,0.00695729079614526,0.00317518139621073,0.0281458927263591,0.0140666514157905,0.0150400492705518
LSO,2016,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,219000,30360,2346.88,2165408359.1668,2075001,566828,219000,30360,2346.88,2165408359.1668,2075001,566828,142,138,147,182,146,158,152.166666666667,0.0152999653124475,0.0225973611079442,0.00695729079614526,0.00285460004223148,0.0280374884397101,0.0141058421567348,0.0149754246425356
LSO,2017,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,219000,30360,2346.88,2405289384.40985,2091412,579949,219000,30360,2346.88,2405289384.40985,2091412,579949,142,138,147,183,145,158,152.166666666667,0.0152999653124475,0.0225973611079442,0.00695729079614526,0.00297871622117409,0.027939300575609,0.014150811070466,0.0149872408472977
LSO,2018,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,219000,30360,2346.88,2575892261.54044,2108132,593502,219000,30360,2346.88,2575892261.54044,2108132,593502,142,138,147,182,146,158,152.166666666667,0.0152999653124475,0.0225973611079442,0.00695729079614526,0.00299984588399995,0.0278543825337975,0.014206729207264,0.0149859291402664
LSO,2019,Lesotho,Maseru,27.7167,-29.5208,Sub-Saharan Africa,Lower middle income,219000,30360,2346.88,2376328637.26318,2125268,607508,219000,30360,2346.88,2376328637.26318,2125268,607508,142,138,147,184,146,158,152.5,0.0152999653124475,0.0225973611079442,0.00695729079614526,0.00272452236516783,0.0277813956229062,0.0142720227572646,0.0149387596603126
LTU,1990,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,,65300,,,3697838,2499110,2882647.57688956,65300,23080.0760713511,5830531613.65723,3697838,2499110,64,122,69,97,116,94,93.6666666666667,0.202799151298271,0.0487725073536215,0.103639066927241,0.0255454770151374,0.0703034362773733,0.110645344708764,0.0936174972634013
LTU,1991,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,,65300,,,3704134,2501142,2889695.6010976,65300,23362.701618357,6156916310.82331,3704134,2501142,62,122,68,98,118,95,93.8333333333333,0.202799151298271,0.0487724964223319,0.103639066927241,0.0255454770151374,0.0692673489258357,0.107997082146806,0.0930034371226038
LTU,1992,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2885000,65300,22148.68,,3700114,2496245,2885000,65300,22148.68,6511486187.27564,3700114,2496245,62,122,70,96,118,96,94,0.202799151298271,0.0487724775209319,0.103639066927241,0.0255454770151374,0.0680968076840051,0.105196404820952,0.0923415642110897
LTU,1993,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2828000,65300,17495.257,,3682613,2482228,2828000,65300,17495.257,6600060561.63989,3682613,2482228,67,122,74,93,118,96,95,0.199314953036503,0.0487724374401487,0.0810204635850195,0.0255454770151374,0.0667324651374393,0.102147622967349,0.0872555698635995
LTU,1994,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2590000,65300,17359.578,,3657144,2462904,2590000,65300,17359.578,7079503139.74291,3657144,2462904,72,122,75,92,118,98,96.1666666666667,0.182866025206056,0.0487749564633931,0.0801401926574124,0.0255454770151374,0.0652776715447705,0.0990212974911126,0.0836042700629804
LTU,1995,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2866000,65300,16204.473,7867140395.33705,3629102,2441841,2866000,65300,16204.473,7867140395.33705,3629102,2441841,64,122,76,92,120,102,96,0.202722996196153,0.0487749455311526,0.0734205240139835,0.0255454770151374,0.0638312707331415,0.0959621430402393,0.085042892754968
LTU,1996,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2866000,65300,15731.43,8382519637.46224,3601613,2421184,2866000,65300,15731.43,8382519637.46224,3601613,2421184,65,122,78,94,124,103,97.6666666666667,0.203926077622016,0.0487749163785354,0.0693297859483118,0.0266597151965144,0.0624387883336219,0.0930328851108511,0.0840270280983084
LTU,1997,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2878000,65300,15339.061,10118631851.5322,3575137,2401277,2878000,65300,15339.061,10118631851.5322,3575137,2401277,64,122,82,89,124,103,97.3333333333333,0.204021774300236,0.0487498798651851,0.0673810821086983,0.0323446209828387,0.061106297487109,0.0902383423724172,0.0839736661860808
LTU,1998,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2890000,65300,16197.139,11239547690.9797,3549331,2381814,2890000,65300,16197.139,11239547690.9797,3549331,2381814,64,122,81,87,124,106,97.3333333333333,0.204478724584015,0.0487598054385089,0.0716272490769924,0.0360141235598159,0.0598318987210458,0.0875671224239513,0.0847131539673883
LTU,1999,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2953000,65300,13692.578,10971583944.7561,3524238,2362861,2953000,65300,13692.578,10971583944.7561,3524238,2362861,64,122,85,89,125,107,98.6666666666667,0.208865722296065,0.0487598054385089,0.0595907757252561,0.0339014392820836,0.0586153421154274,0.0850185627427063,0.0824586079333412
LTU,2000,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2878000,65300,12163.439,11524776866.6379,3499536,2344199,2878000,65300,12163.439,11524776866.6379,3499536,2344199,65,122,86,88,125,107,98.8333333333333,0.204204918773844,0.0487597759483415,0.0514096843155409,0.0345075007812646,0.0574432712766004,0.0825614274153616,0.0798144297518254
LTU,2001,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,1631000,65300,12885.838,12237388001.7264,3470818,2322637,1631000,65300,12885.838,12237388001.7264,3470818,2322637,90,122,85,87,125,107,102.666666666667,0.115968913357098,0.0487596338166411,0.0540497000287428,0.0368277205538254,0.0562409843798139,0.0799825227375376,0.0653049124789431
LTU,2002,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,1639000,65300,13142.528,14259781159.0119,3443067,2300933,1639000,65300,13142.528,14259781159.0119,3443067,2300933,90,122,85,83,126,111,102.833333333333,0.11693171504819,0.0487594791702815,0.0539492136518538,0.0413321908582625,0.0550864676440173,0.0774129194158587,0.0655786642980773
LTU,2003,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,1525000,65300,12823.499,18781721376.1985,3415213,2279211,1525000,65300,12823.499,18781721376.1985,3415213,2279211,91,122,85,79,126,112,102.5,0.108476872823518,0.0487593330353909,0.0500675103838653,0.0484948015640754,0.053958539368565,0.0749332545079,0.0641150519472191
LTU,2004,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,1616400.02441406,65300,13245.204,22627507451.5648,3377075,2250685,1616400.02441406,65300,13245.204,22627507451.5648,3377075,2250685,89,122,86,78,127,112,102.333333333333,0.114735985256404,0.0487600087916581,0.0493946625176413,0.051864728608818,0.0526934262847739,0.0723144971363763,0.0649605514326119
LTU,2005,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,1906500,65300,13901.597,26097677571.8373,3322528,2213967,1906500,65300,13901.597,26097677571.8373,3322528,2213967,85,122,86,80,128,114,102.5,0.134934206995241,0.0487592961293465,0.0501043992733537,0.0551922175852742,0.0512022620699677,0.0695269168902649,0.068286549823908
LTU,2006,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,1878800.04882813,65300,14158.287,30183575103.5262,3269909,2181225,1878800.04882813,65300,14158.287,30183575103.5262,3269909,2181225,84,122,87,80,131,117,103.5,0.133959430505041,0.0487591741705914,0.0492833765440919,0.0588650452804686,0.0497709112024683,0.0669711138678587,0.0679348419284199
LTU,2007,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,1835599.97558594,65300,15166.712,39697891351.9431,3231294,2157761,1835599.97558594,65300,15166.712,39697891351.9431,3231294,2157761,85,122,85,78,131,119,103.333333333333,0.131075251378552,0.0487591592523308,0.0519507029706452,0.0687244858142012,0.048581377336724,0.0647971825961222,0.0689813598914292
LTU,2008,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,1861500,65300,15009.031,47797551587.8823,3198231,2137953,1861500,65300,15009.031,47797551587.8823,3198231,2137953,83,122,86,78,132,120,103.5,0.132709170782251,0.0486866441724627,0.0494139739795378,0.0753977349415608,0.0474943164676944,0.0627810794759939,0.0694138199699167
LTU,2009,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2053699.95117188,65300,12519.138,37388122046.1496,3162916,2114156,2053699.95117188,65300,12519.138,37388122046.1496,3162916,2114156,82,122,90,82,132,122,105,0.146834592370663,0.0486874889161658,0.0422606040422104,0.0622155682028958,0.0464008465830583,0.0607288264717984,0.0678546544311319
LTU,2010,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2127399.90234375,65300,13468.891,37138464732.9838,3097282,2067653,2127399.90234375,65300,13468.891,37138464732.9838,3097282,2067653,81,122,89,88,133,123,106,0.152524773000981,0.0486874068163718,0.0426031787937385,0.0564793180901795,0.0448963875008646,0.0581185415475679,0.0672182676249506
LTU,2011,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2185699.95117188,65300,13787.92,43582248869.6143,3028115,2020994,2185699.95117188,65300,13787.92,43582248869.6143,3028115,2020994,81,122,91,84,135,124,106.166666666667,0.155884384216073,0.048687315259768,0.0420693442972344,0.0596821178064398,0.0433847268163091,0.0556535560904815,0.0675602407477176
LTU,2012,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2260500,65300,13831.924,42943442157.7701,2987773,1997745,2260500,65300,13831.924,42943442157.7701,2987773,1997745,79,122,91,90,135,127,107.333333333333,0.160180749498691,0.0486882365991728,0.0414410043576776,0.0574737028393779,0.0423047352225771,0.0539004170829302,0.0673314742667377
LTU,2013,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2290500,65300,12640.149,46514471181.9327,2957689,1981238,2290500,65300,12640.149,46514471181.9327,2957689,1981238,80,122,94,90,135,128,108.166666666667,0.161998836515228,0.0485996299048316,0.0376872637166005,0.0605381220531876,0.0413876774209117,0.0523781498936608,0.0670982799174035
LTU,2014,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2350199.95117188,65286.0009765625,12838.167,48574531941.9167,2932367,1967853,2350199.95117188,65286.0009765625,12838.167,48574531941.9167,2932367,1967853,78,122,93,89,136,130,108,0.165270390784635,0.0485898271800092,0.0379930757321046,0.0615150900312144,0.0405535417327683,0.0509797891549046,0.0674836191026061
LTU,2015,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2171899.90234375,65286.0009765625,13083.856,41418872976.1196,2904910,1952971,2171899.90234375,65286.0009765625,13083.856,41418872976.1196,2904910,1952971,80,122,94,93,137,131,109.5,0.151735128620857,0.0485888567301126,0.0387868961885098,0.0554371445371367,0.0397088156166099,0.0495843489600008,0.0639735317755377
LTU,2016,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2171899.90234375,65286.0009765625,13083.856,43018087237.5741,2868231,1932212,2171899.90234375,65286.0009765625,13083.856,43018087237.5741,2868231,1932212,80,122,94,90,139,132,109.5,0.151735128620857,0.0485932588722326,0.0387868961885098,0.0567095961947552,0.0387556408430252,0.0480842115868462,0.0637774553843709
LTU,2017,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2171899.90234375,65286.0009765625,13083.856,47758736931.7801,2828403,1909625,2171899.90234375,65286.0009765625,13083.856,47758736931.7801,2828403,1909625,80,122,94,89,139,132,109.333333333333,0.151735128620857,0.0485932588722326,0.0387868961885098,0.0591445359230169,0.0377848083332954,0.0465950326501788,0.0637732767646817
LTU,2018,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2171899.90234375,65286.0009765625,13083.856,53722883091.3513,2801543,1896056,2171899.90234375,65286.0009765625,13083.856,53722883091.3513,2801543,1896056,80,122,94,88,139,133,109.333333333333,0.151735128620857,0.0485932588722326,0.0387868961885098,0.0625648720346026,0.0370163018287672,0.0453861219571429,0.0640137632503519
LTU,2019,Lithuania,Vilnius,25.2799,54.6896,Europe & Central Asia,High income,2171899.90234375,65286.0009765625,13083.856,54627411860.4705,2786844,1891013,2171899.90234375,65286.0009765625,13083.856,54627411860.4705,2786844,1891013,80,122,94,86,140,134,109.333333333333,0.151735128620857,0.0485932588722326,0.0387868961885098,0.0626317433671539,0.0364294835772818,0.04442506200788,0.0637669287723191
LUX,1990,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,,,10003.576,13229247947.8513,381850,309096,62530.5884761764,2589.32391542973,10003.576,13229247947.8513,381850,309096,158,173,89,69,167,158,135.666666666667,0.00439913306601053,0.00193396354833391,0.0449201848109441,0.0579616871620751,0.00725974667968553,0.0136848852063735,0.0216932667455704
LUX,1991,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,,,10615.965,14321878322.5044,387000,313973,62683.4746995414,2589.32449577012,10615.965,14321878322.5044,387000,313973,157,173,89,65,167,159,135,0.00439913306601053,0.00193396354833391,0.0470933852216712,0.0594224762902792,0.0072369045056951,0.0135570742776217,0.0222738228182686
LUX,1992,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,,,10571.961,16065740276.0351,392175,319732,62581.617399247,2589.32549924299,10571.961,16065740276.0351,392175,319732,157,173,91,66,167,160,135.666666666667,0.00439913306601053,0.00193396354833391,0.0494687797932509,0.0630281608758712,0.00721757912147429,0.0134741008619798,0.0232536195444868
LUX,1993,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,,,10788.314,16486900652.9851,397475,325361,62417.5362718489,2589.32762712913,10788.314,16486900652.9851,397475,325361,157,173,88,66,167,160,135.166666666667,0.00439913306601053,0.00193396354833391,0.0499606379935291,0.063812405620872,0.00720262666223784,0.0133891216907873,0.0234496480969618
LUX,1994,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,,,10190.593,18325790933.2047,402925,332341,62306.5691296598,2589.19389914754,10190.593,18325790933.2047,402925,332341,157,173,88,66,167,160,135.166666666667,0.00439913306601053,0.00193396354833391,0.047044696957108,0.0661262608162916,0.00719195246541473,0.0133618025832488,0.0233429682394013
LUX,1995,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,,,8316.756,21588170498.0843,408625,338722,62192.8227372233,2589.19447948013,8316.756,21588170498.0843,408625,338722,157,173,92,65,167,160,135.666666666667,0.00439913306601053,0.00193396354833391,0.0376822241375231,0.0700991828726674,0.00718719203905813,0.0133114682794154,0.0224355273238347
LUX,1996,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,,,8437.767,21776609771.987,414225,343082,61825.9102229945,2589.19602703369,8437.767,21776609771.987,414225,343082,158,173,93,67,167,160,136.333333333333,0.00439913306601053,0.00193396354833391,0.0371859760995491,0.0692581991543735,0.00718114553048719,0.0131827685502634,0.0221901976581696
LUX,1997,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,,,7939.055,19731912494.3617,419450,347217,62055.6556152038,2590.52576243153,7939.055,19731912494.3617,419450,347217,158,173,92,72,167,161,137.166666666667,0.00439913306601053,0.00193396354833391,0.0348745022149969,0.06307386613735,0.00716924595643967,0.0130481766674663,0.0207498145984329
LUX,1998,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,,,7356.002,20209122027.1171,424700,352047,62175.1460286851,2589.9984335554,7356.002,20209122027.1171,424700,352047,158,173,96,71,167,161,137.666666666667,0.00439913306601053,0.00193396354833391,0.0325298305746993,0.064754724810154,0.00715926674261379,0.0129429681528385,0.0206199811491083
LUX,1999,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,,,7686.032,22235929043.2559,430475,359223,62196.1315677974,2589.9984335554,7686.032,22235929043.2559,430475,359223,158,173,95,68,167,160,136.833333333333,0.00439913306601053,0.00193396354833391,0.033449990873095,0.0687074903802705,0.00715968654703191,0.0129252728637542,0.0214292562130827
LUX,2000,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62000,2590,8239.749,21263514833.2412,436300,367434,62000,2590,8239.749,21263514833.2412,436300,367434,158,173,95,68,167,160,136.833333333333,0.00439913306601053,0.00193396354833391,0.0348259151814954,0.0636672417358964,0.00716166350567068,0.0129408277714204,0.0208214574681379
LUX,2001,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62000,2590,8800.8,21272418791.9463,441525,374603,62000,2590,8800.8,21272418791.9463,441525,374603,160,173,93,69,167,160,137,0.00440838297249543,0.001933957910951,0.0369149914823514,0.0640181299034746,0.00715445195579179,0.0128998603591736,0.021221629097373
LUX,2002,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62000,2590,9416.856,23616328816.1114,446175,380583,62000,2590,9416.856,23616328816.1114,446175,380583,160,173,93,67,168,160,136.833333333333,0.00442328635325672,0.00193395177719799,0.0386555749603685,0.0684522854253002,0.00713846251062481,0.0128043889631057,0.0222346583316423
LUX,2003,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62000,2590,9904.567,29557325056.4334,451630,387241,62000,2590,9904.567,29557325056.4334,451630,387241,160,173,92,67,168,160,136.666666666667,0.0044102072885627,0.00193394598103618,0.0386709595501345,0.076317638019755,0.00713551252440917,0.0127312602514176,0.0235332539358859
LUX,2004,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62000,2590,11268.691,34685281847.5292,458095,394773,62000,2590,11268.691,34685281847.5292,458095,394773,160,173,91,66,169,161,136.666666666667,0.0044009100336878,0.00193397278362013,0.0420237535760553,0.0795024698850805,0.00714778176792743,0.0126840544003353,0.0246154904077844
LUX,2005,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,60000,2590,11547.383,37347394602.6614,465158,402818,60000,2590,11547.383,37347394602.6614,465158,402818,160,173,91,68,169,161,137,0.00424655254115628,0.00193394451722829,0.0416192965739359,0.0789834851579886,0.0071683795651811,0.0126500049946104,0.0244336105583501
LUX,2006,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,60000,2590,11349.365,42414308116.9239,472637,411237,60000,2590,11349.365,42414308116.9239,472637,411237,159,173,93,69,169,161,137.333333333333,0.00427803152087192,0.00193393967996679,0.0395058405604673,0.0827178410535866,0.00719395376385122,0.0126263911121854,0.0247093329484882
LUX,2007,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,61000,2590,11019.335,50888134410.0739,479993,419557,61000,2590,11019.335,50888134410.0739,479993,419557,159,173,93,69,169,161,137.333333333333,0.00435584574004988,0.00193393908826243,0.037744647588682,0.0880968926125369,0.00721652720302955,0.012599222776981,0.0253245125015903
LUX,2008,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62000,2590,10938.661,55849686538.7432,488650,429035,62000,2590,10938.661,55849686538.7432,488650,429035,158,173,92,71,169,161,137.333333333333,0.00442007444990575,0.00193106291587563,0.0360131650087861,0.0880994888299881,0.00725654205150875,0.0125986307617534,0.0250531606696363
LUX,2009,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,61770.0004577637,2590,10392.278,51370543206.4462,497783,438935,61770.0004577637,2590,10392.278,51370543206.4462,497783,438935,158,173,93,70,169,161,137.333333333333,0.00441640602502614,0.00193109642102403,0.0350810052301184,0.0854829651656603,0.00730261335256912,0.0126083446289672,0.0244704051372275
LUX,2010,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,61950.0007629395,2590,10967.997,53212476812.2957,506953,448892,61950.0007629395,2590,10967.997,53212476812.2957,506953,448892,157,173,94,74,169,160,137.833333333333,0.00444152967825566,0.00193109316469223,0.0346926511767144,0.0809243038412075,0.00734849404501295,0.0126176628053019,0.0236592891185308
LUX,2011,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62119.9989318848,2590,10894.657,60004630234.4135,518347,460842,62119.9989318848,2590,10894.657,60004630234.4135,518347,460842,157,173,96,72,169,160,137.833333333333,0.00443040581842355,0.00193108953327411,0.0332414951880541,0.0821711477371456,0.00742651550256625,0.0126905354968148,0.0236485315460464
LUX,2012,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62560.001373291,2590,10593.963,56677961787.0717,530946,473864,62560.001373291,2590,10593.963,56677961787.0717,530946,473864,157,173,96,75,169,160,138.333333333333,0.00443304928494265,0.00193112607644498,0.0317399420968533,0.075855408174409,0.00751781676435472,0.0127851488756501,0.0223770818787758
LUX,2013,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62450.0007629395,2590,10051.247,61739352212.3049,543360,486709,62450.0007629395,2590,10051.247,61739352212.3049,543360,486709,156,174,100,75,169,160,139,0.00441686420605602,0.00192761166085014,0.0299683173331018,0.080353153432496,0.00760337155239331,0.0128671653565063,0.0228560805902339
LUX,2014,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62610.0006103516,2590,9662.545,66103853236.7572,556319,500042,62610.0006103516,2590,9662.545,66103853236.7572,556319,500042,158,174,101,73,168,160,139,0.00440285060117521,0.00192763610136579,0.0285951883902016,0.083714331784642,0.00769368424321783,0.0129542378056678,0.023214654821045
LUX,2015,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62799.9992370605,2590,9251.841,57744457954.7297,569604,513663,62799.9992370605,2590,9251.841,57744457954.7297,569604,513663,157,174,104,76,168,160,139.833333333333,0.00438738726003999,0.0019275976020674,0.0274269448104289,0.0772881450371823,0.00778623097117758,0.0130414867603466,0.0219762987402071
LUX,2016,Luxembourg,Luxembourg,6.1296,49.61,Europe & Central Asia,High income,62799.9992370605,2590,9251.841,60691483443.1221,582014,526490,62799.9992370605,2590,9251.841,60691483443.1221,582014,526490,157,174,104,75,168,159,139.5,0.00438738726003999,0.00192777224208088,0.0274269448104289,0.080007962685842,0.00786419418436397,0.0131020077291512,0.0224527114853178
